Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
GRK2,127775947.030041,1.753415534917389,35223022.44219791,52784364.42745653
AKT1,-99.98741305110164,-0.6673021985140956,35223022.44219791,52784364.42745653
AEA,-99.99980613822784,-0.6673021987488826,35223022.44219791,52784364.42745653
2-AG,-63.5959206242504,-0.6673015090771227,35223022.44219791,52784364.42745653
Noladin,127775947.030041,1.753415534917389,35223022.44219791,52784364.42745653
Virodhamine,127775947.030041,1.753415534917389,35223022.44219791,52784364.42745653
NADA,-99.99999999328897,-0.6673021987525553,35223022.44219791,52784364.42745653
AA,1485097.193797992,-0.6391651318406453,35223022.44219791,52784364.42745653
OEA,-99.99583264225984,-0.6673021986736049,35223022.44219791,52784364.42745653
PEA,1437826.2161548354,-0.6400606807054634,35223022.44219791,52784364.42745653
LEA,-99.99999999997227,-0.6673021987525554,35223022.44219791,52784364.42745653
NAGly,-99.99999999328897,-0.6673021987525553,35223022.44219791,52784364.42745653
Δ9-THC,4432691.3760864455,-0.5833229479996437,35223022.44219791,52784364.42745653
Δ8-THC,4432691.3760864455,-0.5833229479996437,35223022.44219791,52784364.42745653
THCA,13554074.002917515,-0.4105183168220359,35223022.44219791,52784364.42745653
THCV,0.0035851754902897,-0.6673003041842251,35223022.44219791,52784364.42745653
CBD,0.0035859550075003,-0.6673003041842104,35223022.44219791,52784364.42745653
CBDA,13554074.002917515,-0.4105183168220359,35223022.44219791,52784364.42745653
CBDV,0.0035851754902897,-0.6673003041842251,35223022.44219791,52784364.42745653
CBG,-99.9959605189711,-0.6673021986760275,35223022.44219791,52784364.42745653
CBGA,-22.148069830483276,-0.6673007238474199,35223022.44219791,52784364.42745653
CBC,-99.9959605189711,-0.6673021986760275,35223022.44219791,52784364.42745653
CBN,-99.9959605189711,-0.6673021986760275,35223022.44219791,52784364.42745653
CBL,127775947.030041,1.753415534917389,35223022.44219791,52784364.42745653
"WIN55,212-2",-99.97596297368388,-0.6673021982971739,35223022.44219791,52784364.42745653
"WIN55,212-3",-99.97596297368388,-0.6673021982971739,35223022.44219791,52784364.42745653
"CP55,940",-99.97596297368388,-0.6673021982971739,35223022.44219791,52784364.42745653
HU-210,-99.97596297368388,-0.6673021982971739,35223022.44219791,52784364.42745653
HU-211,-99.97596297368388,-0.6673021982971739,35223022.44219791,52784364.42745653
JWH-018,-99.97596297368388,-0.6673021982971739,35223022.44219791,52784364.42745653
JWH-073,-99.97573529380536,-0.6673021982928604,35223022.44219791,52784364.42745653
JWH-133,-99.9998712972588,-0.6673021987501172,35223022.44219791,52784364.42745653
AM251,0.0035389484502459,-0.6673003041851009,35223022.44219791,52784364.42745653
SR141716A,-99.99999945098249,-0.6673021987525449,35223022.44219791,52784364.42745653
SR144528,-99.97596297368388,-0.6673021982971739,35223022.44219791,52784364.42745653
PGE2,4468969.752030651,-0.5826356540189789,35223022.44219791,52784364.42745653
PGD2,-99.98372200176271,-0.6673021984441686,35223022.44219791,52784364.42745653
PGA2,4468969.752030651,-0.5826356540189789,35223022.44219791,52784364.42745653
12-HETE,9842.54819928516,-0.6671138371362485,35223022.44219791,52784364.42745653
15-HETE,1469075.7209886874,-0.6394686587085556,35223022.44219791,52784364.42745653
5-HPETE,127775947.030041,1.753415534917389,35223022.44219791,52784364.42745653
LTB4,1469075.7209886874,-0.6394686587085556,35223022.44219791,52784364.42745653
