Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
SLC22A5,,,-17.823948393645665,24.310662257715514
GNAI1,-16.842105263157904,0.040387346098568394,-17.823948393645665,24.310662257715514
GNAI2,-22.039473684210527,-0.17340232223525603,-17.823948393645665,24.310662257715514
GNAI3,-22.039473684210527,-0.17340232223525603,-17.823948393645665,24.310662257715514
ARRB1,-22.039473684210527,-0.17340232223525603,-17.823948393645665,24.310662257715514
GRK2,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
AKT1,-16.842105263157904,0.040387346098568394,-17.823948393645665,24.310662257715514
AEA,-37.631578947368425,-0.8147713272367305,-17.823948393645665,24.310662257715514
2-AG,-10.90225563909775,0.28471839562293977,-17.823948393645665,24.310662257715514
Noladin,,,-17.823948393645665,24.310662257715514
Virodhamine,,,-17.823948393645665,24.310662257715514
NADA,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
AA,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
OEA,-40.6015037593985,-0.936936851998916,-17.823948393645665,24.310662257715514
PEA,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
LEA,-100.0,-3.3802473472426278,-17.823948393645665,24.310662257715514
NAGly,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
Δ9-THC,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
Δ8-THC,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
THCA,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
THCV,-19.15204678362573,-0.054630284272020026,-17.823948393645665,24.310662257715514
CBD,-19.15204678362573,-0.054630284272020026,-17.823948393645665,24.310662257715514
CBDA,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
CBDV,-19.15204678362573,-0.054630284272020026,-17.823948393645665,24.310662257715514
CBG,-19.15204678362573,-0.054630284272020026,-17.823948393645665,24.310662257715514
CBGA,-22.039473684210527,-0.17340232223525603,-17.823948393645665,24.310662257715514
CBC,-19.15204678362573,-0.054630284272020026,-17.823948393645665,24.310662257715514
CBN,-19.15204678362573,-0.054630284272020026,-17.823948393645665,24.310662257715514
CBL,,,-17.823948393645665,24.310662257715514
"WIN55,212-2",-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
"WIN55,212-3",-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
"CP55,940",-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
HU-210,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
HU-211,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
JWH-018,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
JWH-073,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
JWH-133,-65.35087719298247,-1.9549828916837961,-17.823948393645665,24.310662257715514
AM251,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
SR141716A,-100.0,-3.3802473472426278,-17.823948393645665,24.310662257715514
SR144528,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
PGE2,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
PGD2,-48.026315789473685,-1.24235066390438,-17.823948393645665,24.310662257715514
PGA2,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
12-HETE,-16.842105263157904,0.040387346098568394,-17.823948393645665,24.310662257715514
15-HETE,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
5-HPETE,,,-17.823948393645665,24.310662257715514
LTB4,3.9473684210526274,0.8955460194338677,-17.823948393645665,24.310662257715514
