Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
CNR2,-54.98575498575497,-1.5158728358064575,-16.39198311771883,25.459768759233633
GPR55,-7.507098515519578,0.34897742733727394,-16.39198311771883,25.459768759233633
GPR18,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
GPR119,,,-16.39198311771883,25.459768759233633
TRPV1,-9.98463365810306,0.2516656580901577,-16.39198311771883,25.459768759233633
TRPV2,,,-16.39198311771883,25.459768759233633
TRPV3,,,-16.39198311771883,25.459768759233633
TRPV4,,,-16.39198311771883,25.459768759233633
PPARA,1.2820512820512886,0.6941946160983956,-16.39198311771883,25.459768759233633
PPARD,1.2820512820512908,0.6941946160983957,-16.39198311771883,25.459768759233633
PPARG,,,-16.39198311771883,25.459768759233633
NR1I2,,,-16.39198311771883,25.459768759233633
NAPEPLD,-12.110616656071196,0.16816203250451314,-16.39198311771883,25.459768759233633
PLCB1,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
PLCE1,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
DAGLA,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
DAGLB,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
FAAH,,,-16.39198311771883,25.459768759233633
NAAA,1.2820512820512908,0.6941946160983957,-16.39198311771883,25.459768759233633
MGLL,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
ABHD6,1.2820512820512846,0.6941946160983955,-16.39198311771883,25.459768759233633
ABHD12,1.2820512820512664,0.6941946160983948,-16.39198311771883,25.459768759233633
PTGS2,1.2820512820512846,0.6941946160983955,-16.39198311771883,25.459768759233633
ALOX5,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
ALOX12,,,-16.39198311771883,25.459768759233633
ALOX15,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
FABP1,,,-16.39198311771883,25.459768759233633
FABP3,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
FABP5,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
FABP7,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
HSPA1A,,,-16.39198311771883,25.459768759233633
SLCO2B1,,,-16.39198311771883,25.459768759233633
SLC22A5,,,-16.39198311771883,25.459768759233633
GNAI1,-34.20503108003108,-0.6996547427734154,-16.39198311771883,25.459768759233633
GNAI2,,,-16.39198311771883,25.459768759233633
GNAI3,-61.51282051282052,-1.7722406602274212,-16.39198311771883,25.459768759233633
ARRB1,-79.74358974358975,-2.488302514644594,-16.39198311771883,25.459768759233633
GRK2,,,-16.39198311771883,25.459768759233633
AKT1,-15.52553050397878,0.03403222636991974,-16.39198311771883,25.459768759233633
AEA,-12.38020637564097,0.15757318065282455,-16.39198311771883,25.459768759233633
2-AG,-15.733333333333348,0.025870218642367104,-16.39198311771883,25.459768759233633
Noladin,,,-16.39198311771883,25.459768759233633
Virodhamine,,,-16.39198311771883,25.459768759233633
NADA,-8.545438848469152,0.30819385452603254,-16.39198311771883,25.459768759233633
AA,1.2820512820512664,0.6941946160983948,-16.39198311771883,25.459768759233633
OEA,-13.55605641995056,0.11138854891365615,-16.39198311771883,25.459768759233633
PEA,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
LEA,-14.77393130285692,0.06355328008527505,-16.39198311771883,25.459768759233633
NAGly,-8.545438848469152,0.30819385452603254,-16.39198311771883,25.459768759233633
Δ9-THC,1.2820512820512877,0.6941946160983956,-16.39198311771883,25.459768759233633
Δ8-THC,1.2820512820512877,0.6941946160983956,-16.39198311771883,25.459768759233633
THCA,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
THCV,-9.605859887814786,0.2665430033586964,-16.39198311771883,25.459768759233633
CBD,-9.54892253760566,0.2687793689261753,-16.39198311771883,25.459768759233633
CBDA,1.2820512820512802,0.6941946160983954,-16.39198311771883,25.459768759233633
CBDV,-9.605859887814786,0.2665430033586964,-16.39198311771883,25.459768759233633
CBG,-10.845866666666664,0.2178384455687849,-16.39198311771883,25.459768759233633
