Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
GPR55,-15.542763157894749,0.23277401983862547,-24.250355682439178,37.407922630631695
GPR18,-35.03289473684211,-0.28824212349000067,-24.250355682439178,37.407922630631695
GPR119,3.947368421052619,0.7537901631672518,-24.250355682439178,37.407922630631695
TRPV2,3.947368421052619,0.7537901631672518,-24.250355682439178,37.407922630631695
TRPV3,3.947368421052619,0.7537901631672518,-24.250355682439178,37.407922630631695
TRPV4,-13.37719298245615,0.29066470243069514,-24.250355682439178,37.407922630631695
PPARA,-4.714912280701753,0.5222274327989738,-24.250355682439178,37.407922630631695
PPARD,3.9473684210526234,0.7537901631672519,-24.250355682439178,37.407922630631695
PPARG,3.947368421052629,0.7537901631672521,-24.250355682439178,37.407922630631695
NR1I2,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
NAPEPLD,-16.842105263157904,0.19803961028338377,-24.250355682439178,37.407922630631695
PLCB1,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
PLCE1,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
DAGLA,-2.549342105263155,0.5801181153910434,-24.250355682439178,37.407922630631695
DAGLB,-9.04605263157895,0.4064460676148345,-24.250355682439178,37.407922630631695
FAAH,-12.465373961218845,0.31503972667998764,-24.250355682439178,37.407922630631695
NAAA,3.947368421052624,0.7537901631672519,-24.250355682439178,37.407922630631695
MGLL,-13.37719298245615,0.29066470243069514,-24.250355682439178,37.407922630631695
ABHD6,3.947368421052625,0.753790163167252,-24.250355682439178,37.407922630631695
ABHD12,3.9473684210526234,0.7537901631672519,-24.250355682439178,37.407922630631695
PTGS2,3.947368421052641,0.7537901631672523,-24.250355682439178,37.407922630631695
ALOX5,3.947368421052625,0.753790163167252,-24.250355682439178,37.407922630631695
ALOX12,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
ALOX15,3.947368421052625,0.753790163167252,-24.250355682439178,37.407922630631695
FABP1,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
FABP3,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
FABP5,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
FABP7,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
HSPA1A,,,-24.250355682439178,37.407922630631695
SLCO2B1,,,-24.250355682439178,37.407922630631695
SLC22A5,,,-24.250355682439178,37.407922630631695
GNAI1,-37.631578947368425,-0.35771094260048414,-24.250355682439178,37.407922630631695
GNAI2,-22.039473684210527,0.059101972062416984,-24.250355682439178,37.407922630631695
GNAI3,-22.039473684210527,0.059101972062416984,-24.250355682439178,37.407922630631695
ARRB1,-22.039473684210527,0.059101972062416984,-24.250355682439178,37.407922630631695
GRK2,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
AKT1,3.947368421052619,0.7537901631672518,-24.250355682439178,37.407922630631695
AEA,-58.42105263157895,-0.9134614954843523,-24.250355682439178,37.407922630631695
2-AG,-25.751879699248125,-0.040139198095416696,-24.250355682439178,37.407922630631695
Noladin,,,-24.250355682439178,37.407922630631695
Virodhamine,,,-24.250355682439178,37.407922630631695
NADA,-48.026315789473685,-0.6355862190424181,-24.250355682439178,37.407922630631695
AA,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
OEA,-40.6015037593985,-0.43710387872675094,-24.250355682439178,37.407922630631695
PEA,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
LEA,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
NAGly,-48.026315789473685,-0.6355862190424181,-24.250355682439178,37.407922630631695
Δ9-THC,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
Δ8-THC,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
THCA,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
THCV,-30.701754385964914,-0.1724607583058614,-24.250355682439178,37.407922630631695
CBD,-30.701754385964914,-0.1724607583058614,-24.250355682439178,37.407922630631695
CBDA,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
CBDV,-30.701754385964914,-0.1724607583058614,-24.250355682439178,37.407922630631695
CBG,-30.701754385964914,-0.1724607583058614,-24.250355682439178,37.407922630631695
CBGA,-22.039473684210527,0.059101972062416984,-24.250355682439178,37.407922630631695
CBC,-30.701754385964914,-0.1724607583058614,-24.250355682439178,37.407922630631695
CBN,-30.701754385964914,-0.1724607583058614,-24.250355682439178,37.407922630631695
CBL,,,-24.250355682439178,37.407922630631695
"WIN55,212-2",-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
"WIN55,212-3",-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
"CP55,940",-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
HU-210,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
HU-211,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
JWH-018,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
JWH-073,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
JWH-133,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
AM251,-74.01315789473685,-1.3302744101472534,-24.250355682439178,37.407922630631695
SR141716A,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
SR144528,-100.0,-2.0249626012520885,-24.250355682439178,37.407922630631695
PGE2,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
PGD2,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
PGA2,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
12-HETE,3.947368421052619,0.7537901631672518,-24.250355682439178,37.407922630631695
15-HETE,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
5-HPETE,,,-24.250355682439178,37.407922630631695
LTB4,3.9473684210526274,0.753790163167252,-24.250355682439178,37.407922630631695
