Node,Combined Perturbation Top 1 Degree Centrality,Combined Perturbation Top 3 Degree Centrality,Combined Perturbation Top 1 Betweenness Centrality,Combined Perturbation Top 3 Betweenness Centrality
12-HETE,0.6941946160983954,0.821573269840741,0.6941946160983954,-0.3882579779165099
15-HETE,0.6941946160983948,0.8215732698407406,0.6941946160983948,0.9495781081428386
2-AG,0.025870218642367104,-0.00016646021568455025,0.025870218642367104,0.4220060525528714
AA,0.6941946160983948,0.8215732698407405,0.6941946160983948,0.9495781081428385
ABHD12,0.6941946160983948,0.8215732698407406,0.6941946160983948,0.9495781081428386
ABHD6,0.6941946160983955,0.8215732698407409,0.6941946160983955,0.9495781081428387
AEA,0.15757318065282455,-1.0778059909942468,0.15757318065282455,-1.0153416686178856
AKT1,0.03403222636991974,0.410123252654715,0.03403222636991974,-0.6716068543471643
ALOX15,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
ALOX5,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
AM251,0.22061823281287732,0.1361074233906902,0.22061823281287732,-0.3393735304439945
ARRB1,-2.488302514644594,-1.161936423398906,-2.488302514644594,-1.562669775618909
CBC,0.2178384455687849,-0.3375897948885087,0.2178384455687849,-0.21484878598073118
CBD,0.2687793689261753,0.21277999979633633,0.2687793689261753,0.09614765622345228
CBDA,0.6941946160983954,0.821573269840741,0.6941946160983954,0.9495781081428389
CBDV,0.2665430033586964,0.2962559995068639,0.2665430033586964,0.08585938152428305
CBG,0.2178384455687849,-0.3375897948885087,0.2178384455687849,-0.21484878598073118
CBGA,-0.8528526002350023,-0.14263283103964292,-0.8528526002350023,-0.27165350201912175
CBN,0.2178384455687849,-0.3375897948885087,0.2178384455687849,-0.21484878598073118
CNR2,-1.5158728358064575,,-1.5158728358064575,-0.7950384778028194
"CP55,940",-1.6926782319588465,-1.6578138467088175,-1.6926782319588465,-0.934607804678472
DAGLA,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
DAGLB,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
FABP3,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
FABP5,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
FABP7,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
GNAI1,-0.6996547427734154,-0.5730819832183859,-0.6996547427734154,-0.15071985231152515
GNAI3,-1.7722406602274212,-0.7156467424199855,-1.7722406602274212,-0.9974140017725158
GPR18,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
GPR55,0.34897742733727394,0.25568962206354723,0.34897742733727394,-0.14280638343168156
HU-210,-1.6926782319588465,-1.6578138467088175,-1.6926782319588465,-0.934607804678472
HU-211,-1.6926782319588465,-1.6578138467088175,-1.6926782319588465,-0.934607804678472
JWH-018,-1.6926782319588465,-1.6578138467088175,-1.6926782319588465,-0.934607804678472
JWH-073,-1.2153036623473983,-1.6578138467088175,-1.2153036623473983,-0.5577706221142099
JWH-133,0.09164834341223807,-1.6578138467088175,0.09164834341223807,-1.5139920047142625
LEA,0.06355328008527505,-1.6578138467088175,0.06355328008527505,-2.190731746559346
LTB4,0.6941946160983948,0.8215732698407406,0.6941946160983948,0.9495781081428386
MGLL,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
NAAA,0.6941946160983957,0.8215732698407409,0.6941946160983957,0.9495781081428389
NADA,0.30819385452603254,-1.3555745081211648,0.30819385452603254,-1.807925379973749
NAGly,0.30819385452603254,-1.3555745081211648,0.30819385452603254,-1.807925379973749
NAPEPLD,0.16816203250451314,0.49372042798294813,0.16816203250451314,0.5343305240499879
OEA,0.11138854891365615,-0.2954164042917557,0.11138854891365615,-0.6891936196584902
PEA,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
PGA2,0.6941946160983951,0.8215732698407409,0.6941946160983951,0.9495781081428389
PGD2,0.694194616098395,0.8215732698407412,0.694194616098395,-1.6332802930619168
PGE2,0.6941946160983951,0.8215732698407409,0.6941946160983951,0.9495781081428389
PLCB1,0.6941946160983954,0.8215732698407409,0.6941946160983954,0.9495781081428388
PLCE1,0.6941946160983954,0.821573269840741,0.6941946160983954,0.9495781081428389
PPARA,0.6941946160983956,0.8215732698407409,0.6941946160983956,
PPARD,0.6941946160983957,0.8215732698407409,0.6941946160983957,0.9495781081428389
PTGS2,0.6941946160983955,0.8215732698407409,0.6941946160983955,0.9495781081428387
SR141716A,-3.2839267973303405,-1.6578138467088175,-3.2839267973303405,-2.190731746559346
SR144528,-1.6926782319588465,-1.6578138467088175,-1.6926782319588465,-0.934607804678472
THCA,0.6941946160983954,0.821573269840741,0.6941946160983954,0.9495781081428389
THCV,0.2665430033586964,0.2962559995068639,0.2665430033586964,0.08585938152428305
TRPV1,0.2516656580901577,,0.2516656580901577,
"WIN55,212-2",-1.6926782319588465,-1.6578138467088175,-1.6926782319588465,-0.934607804678472
"WIN55,212-3",-1.6926782319588465,-1.6578138467088175,-1.6926782319588465,-0.934607804678472
Δ8-THC,0.6941946160983956,0.8215732698407406,0.6941946160983956,0.9495781081428386
Δ9-THC,0.6941946160983956,0.8215732698407406,0.6941946160983956,0.9495781081428386
