Node,Protein Chemical Only Perturbation Top 1 Degree Centrality,Protein Chemical Only Perturbation Top 3 Degree Centrality,Protein Chemical Only Perturbation Top 1 Betweenness Centrality,Protein Chemical Only Perturbation Top 3 Betweenness Centrality
12-HETE,0.7484645234269001,1.0256599372096022,0.7484645234269001,0.8832854500223927
15-HETE,0.7465058161679007,1.0227567124843586,0.7465058161679007,0.8808690404791464
2-AG,-0.08271753509378797,0.10039266799243224,-0.08271753509378797,-0.07421190406366918
5-HPETE,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
AA,0.7477279155688151,1.0245681262018087,0.7477279155688151,0.8823767148095447
ABHD12,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
ABHD6,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
AEA,-0.41500758842836283,-0.9172050556603775,-0.41500758842836283,-0.4570163766320729
AKT1,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
ALOX12,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
ALOX15,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
ALOX5,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
AM251,-0.7055836265083475,-1.4024106414523245,-0.7055836265083475,-1.6292151523226448
ARRB1,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
CBC,0.10198175851094524,-0.05393318855338234,0.10198175851094524,0.13856520124719796
CBD,0.10198175851094524,-0.05393318855338234,0.10198175851094524,-0.2339298495615934
CBDA,0.7465058161679007,1.0227567124843586,0.7465058161679007,0.8808690404791464
CBDV,0.10198175851094524,-0.05393318855338234,0.10198175851094524,-0.2339298495615934
CBG,0.10198175851094524,-0.05393318855338234,0.10198175851094524,0.13856520124719796
CBGA,-0.7055836265083475,0.21618159226531128,-0.7055836265083475,0.04568413462359394
CBL,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
CBN,0.10198175851094524,-0.05393318855338234,0.10198175851094524,0.13856520124719796
CNR2,0.3175489264434845,,0.3175489264434845,
"CP55,940",-2.155980261027223,-2.208004967348226,-2.155980261027223,-2.462650066242625
DAGLA,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
DAGLB,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
FAAH,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
FABP1,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
FABP3,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
FABP5,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
FABP7,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
GNAI1,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
GNAI2,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
GNAI3,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
GPR119,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
GPR18,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
GPR55,0.3175489264434845,0.3869504976575385,0.3175489264434845,
GRK2,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
HSPA1A,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
HU-210,-2.155980261027223,-2.208004967348226,-2.155980261027223,-2.462650066242625
HU-211,-2.155980261027223,-2.208004967348226,-2.155980261027223,-2.462650066242625
JWH-018,-2.155980261027223,-2.208004967348226,-2.155980261027223,-2.462650066242625
JWH-073,0.7465058161679007,-2.2006329347771865,0.7465058161679007,-2.4546548235814027
JWH-133,-1.189508739356369,-2.2104716550526042,-1.189508739356369,-1.3492564590823957
LEA,-2.155980261027223,-2.208004967348226,-2.155980261027223,-0.7901366757165401
LTB4,0.7465058161679007,1.0227567124843586,0.7465058161679007,0.8808690404791464
MGLL,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
NAAA,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
NADA,0.7477279155688151,-0.5917184205732071,0.7477279155688151,0.8823767148095447
NAGly,0.7477279155688151,-0.5917184205732071,0.7477279155688151,0.8823767148095447
NAPEPLD,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
NR1I2,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
Noladin,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
