Node,Original Degree Centrality,Perturbed Degree Centrality,Percent Change Degree Centrality,Original Betweenness Centrality,Perturbed Betweenness Centrality,Percent Change Betweenness Centrality,Original Closeness Centrality,Perturbed Closeness Centrality,Percent Change Closeness Centrality,Original Eigenvector Centrality,Perturbed Eigenvector Centrality,Percent Change Eigenvector Centrality
DAGLA,0.20253164556962025,0.19736842105263158,-2.549342105263155,0.00023260846045656175,0.00039473684210526315,69.70012239902078,0.012658227848101266,0.013157894736842105,3.9473684210526274,9.465756101557698e-19,3.94472033729681e-13,41673489.46262794
DAGLB,0.10126582278481013,0.09210526315789473,-9.04605263157895,0.0033268419344368713,0.00017543859649122806,-94.7265725288832,0.05063291139240506,0.05263157894736842,3.9473684210526274,1.6242844641394788e-11,2.3876307403564837e-07,1469858.491304917
FAAH,0.24050632911392406,0.22368421052631576,-6.994459833795026,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
NAAA,0.16455696202531644,0.15789473684210525,-4.048582995951415,0.002531645569620253,0.0023245614035087717,-8.179824561403521,0.028481012658227847,0.029605263157894735,3.947368421052629,8.685919785130859e-14,3.850638757252283e-09,4433096.313698482
MGLL,0.1518987341772152,0.13157894736842105,-13.37719298245615,0.0010548523206751054,0.0007017543859649122,-33.473684210526315,0.02531645569620253,0.02631578947368421,3.9473684210526274,3.5165283917286814e-16,4.792835209815624e-11,13629351.197064063
ABHD6,0.08860759493670886,0.09210526315789473,3.947368421052625,0.0,0.0,,0.0379746835443038,0.039473684210526314,3.9473684210526225,8.720990411487134e-14,3.898172637316709e-09,4469773.779682299
ABHD12,0.0759493670886076,0.07894736842105263,3.9473684210526225,0.0,0.0,,0.06329113924050633,0.06578947368421052,3.947368421052619,2.423432420496105e-09,1.174714324255389e-05,484631.6204571165
PTGS2,0.13924050632911392,0.13157894736842105,-5.502392344497608,0.008384723574596992,0.002807017543859649,-66.52224108658744,0.0379746835443038,0.039473684210526314,3.9473684210526225,3.525981390746548e-16,4.832119408215975e-11,13704224.76160313
ALOX5,0.08860759493670886,0.09210526315789473,3.947368421052625,0.0014605647517039922,0.0015789473684210526,8.10526315789474,0.04050632911392405,0.042105263157894736,3.9473684210526274,8.755966507853228e-14,3.945313675397131e-09,4505757.430882792
ALOX12,0.05063291139240506,0.05263157894736842,3.9473684210526274,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
ALOX15,0.08860759493670886,0.09210526315789473,3.947368421052625,0.0004868549172346641,0.0005263157894736842,8.105263157894731,0.012658227848101266,0.013157894736842105,3.9473684210526274,9.465756101557698e-19,3.94472033729681e-13,41673489.46262794
FABP1,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
FABP3,0.02531645569620253,0.02631578947368421,3.9473684210526274,0.0,0.0,,0.02531645569620253,0.02631578947368421,3.9473684210526274,1.89187551194206e-18,7.873140177332061e-13,41615429.81490878
FABP5,0.05063291139240506,0.039473684210526314,-22.039473684210527,0.0010548523206751054,0.00017543859649122806,-83.36842105263158,0.02531645569620253,0.02631578947368421,3.9473684210526274,1.89187551194206e-18,7.873140177332061e-13,41615429.81490878
FABP7,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.012658227848101266,0.013157894736842105,3.9473684210526274,9.465756101557698e-19,3.94472033729681e-13,41673489.46262794
HSPA1A,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
SLCO2B1,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
SLC22A5,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
GNAI1,0.06329113924050633,0.05263157894736842,-16.842105263157904,0.0,0.0,,0.0867992766726944,0.05861244019138755,-32.47358452950559,6.298725841694661e-05,1.150398628960896e-08,-99.9817360104587
GNAI2,0.05063291139240506,0.039473684210526314,-22.039473684210527,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
GNAI3,0.05063291139240506,0.039473684210526314,-22.039473684210527,0.0,0.0,,0.06662225183211193,0.02631578947368421,-60.50000000000001,2.9690304335689494e-07,4.792835209815624e-11,-99.98385723785238
ARRB1,0.05063291139240506,0.039473684210526314,-22.039473684210527,0.0019203721735367302,0.0008771929824561403,-54.32171979243884,0.06329113924050633,0.013157894736842105,-79.21052631578948,2.9690304300618863e-07,3.94472033729681e-13,-99.99986713775995
GRK2,0.02531645569620253,0.02631578947368421,3.9473684210526274,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
AKT1,0.06329113924050633,0.05263157894736842,-16.842105263157904,0.0,0.0,,0.11775095672652341,0.05921052631578947,-49.715460526315795,3.1347600989278136e-05,3.945706517381135e-09,-99.98741305110164
AEA,0.06329113924050633,0.039473684210526314,-37.631578947368425,0.0,0.0,,0.12174913693901035,0.047368421052631574,-61.09342353994628,0.00590959851451623,1.1456452409544533e-08,-99.99980613822783
2-AG,0.08860759493670886,0.07894736842105263,-10.90225563909775,0.0,0.0,,0.09737098344693283,0.08421052631578947,-13.515789473684228,3.164448804966554e-05,1.1519884547649837e-05,-63.595920624250404
Noladin,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
Virodhamine,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
NADA,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.10384037760137309,0.013157894736842105,-87.32872988255764,0.005877956433656491,3.94472033729681e-13,-99.99999999328897
AA,0.02531645569620253,0.02631578947368421,3.9473684210526274,0.0,0.0,,0.03955696202531646,0.041118421052631575,3.9473684210526145,1.632900053484345e-11,2.4251785771875403e-07,1485097.193797992
OEA,0.08860759493670886,0.05263157894736842,-40.6015037593985,0.0,0.0,,0.1557256402708272,0.07739938080495355,-50.297599887631904,0.005909600954016374,2.462742127697961e-07,-99.99583264225984
PEA,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.02531645569620253,0.02631578947368421,3.9473684210526274,1.6069127193543464e-11,2.3106219262322724e-07,1437826.2161548354
LEA,0.02531645569620253,0.0,-100.0,0.0,0.0,,0.10940325497287522,0.0,-100.0,0.0058782533366994955,1.630049726155705e-15,-99.99999999997227
NAGly,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.10384037760137309,0.013157894736842105,-87.32872988255764,0.005877956433656491,3.94472033729681e-13,-99.99999999328897
Δ9-THC,0.02531645569620253,0.02631578947368421,3.9473684210526274,0.0,0.0,,0.04556962025316456,0.047368421052631574,3.9473684210526194,1.737165038271054e-13,7.70049020048681e-09,4432691.3760864455
Δ8-THC,0.02531645569620253,0.02631578947368421,3.9473684210526274,0.0,0.0,,0.04556962025316456,0.047368421052631574,3.9473684210526194,1.737165038271054e-13,7.70049020048681e-09,4432691.3760864455
THCA,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.016877637130801686,0.017543859649122806,3.947368421052635,3.507075392710819e-16,4.753551011415272e-11,13554074.002917515
THCV,0.11392405063291139,0.09210526315789473,-19.152046783625735,0.0,0.0,,0.16820424801544734,0.1267543859649123,-24.642577425707128,0.4999126764889021,0.4999305992356524,0.0035851754902897857
CBD,0.11392405063291139,0.09210526315789473,-19.152046783625735,0.0,0.0,,0.18455696202531646,0.13970588235294118,-24.302025336883727,0.49991267648898896,0.49993060313264465,0.003585955007500315
CBDA,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.016877637130801686,0.017543859649122806,3.947368421052635,3.507075392710819e-16,4.753551011415272e-11,13554074.002917515
CBDV,0.11392405063291139,0.09210526315789473,-19.152046783625735,0.0,0.0,,0.16820424801544734,0.1267543859649123,-24.642577425707128,0.4999126764889021,0.4999305992356524,0.0035851754902897857
CBG,0.11392405063291139,0.09210526315789473,-19.152046783625735,0.0,0.0,,0.15214216163583252,0.09950657894736842,-34.596315789473685,0.005909598530498849,2.387171115235204e-07,-99.9959605189711
CBGA,0.05063291139240506,0.039473684210526314,-22.039473684210527,0.0,0.0,,0.08285385500575373,0.05263157894736842,-36.4766081871345,2.9691911283384813e-07,2.3115726038335602e-07,-22.148069830483273
CBC,0.11392405063291139,0.09210526315789473,-19.152046783625735,0.0,0.0,,0.15214216163583252,0.09950657894736842,-34.596315789473685,0.005909598530498849,2.387171115235204e-07,-99.9959605189711
CBN,0.11392405063291139,0.09210526315789473,-19.152046783625735,0.0,0.0,,0.15214216163583252,0.09950657894736842,-34.596315789473685,0.005909598530498849,2.387171115235204e-07,-99.9959605189711
CBL,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
"WIN55,212-2",0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.06329113924050633,0.02631578947368421,-58.42105263157895,3.164208077287902e-05,7.605815282341973e-09,-99.97596297368389
"WIN55,212-3",0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.06329113924050633,0.02631578947368421,-58.42105263157895,3.164208077287902e-05,7.605815282341973e-09,-99.97596297368389
"CP55,940",0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.06329113924050633,0.02631578947368421,-58.42105263157895,3.164208077287902e-05,7.605815282341973e-09,-99.97596297368389
HU-210,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.06329113924050633,0.02631578947368421,-58.42105263157895,3.164208077287902e-05,7.605815282341973e-09,-99.97596297368389
HU-211,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.06329113924050633,0.02631578947368421,-58.42105263157895,3.164208077287902e-05,7.605815282341973e-09,-99.97596297368389
JWH-018,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.06329113924050633,0.02631578947368421,-58.42105263157895,3.164208077287902e-05,7.605815282341973e-09,-99.97596297368389
JWH-073,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.048685491723466416,0.02631578947368421,-45.947368421052644,3.1345177729873806e-05,7.605815282341973e-09,-99.97573529380537
JWH-133,0.0379746835443038,0.013157894736842105,-65.35087719298247,0.0,0.0,,0.11747723739729068,0.02631578947368421,-77.5992438563327,0.00590959851442937,7.605815282341973e-09,-99.99987129725879
AM251,0.05063291139240506,0.02631578947368421,-48.026315789473685,0.0,0.0,,0.14027806598879433,0.08596491228070174,-38.718208242499735,0.4999126764728325,0.4999303681247491,0.0035389484502459075
SR141716A,0.012658227848101266,0.0,-100.0,0.0,0.0,,0.05396402398401066,0.0,-100.0,2.969030430052431e-07,1.630049726155705e-15,-99.99999945098249
SR144528,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.06329113924050633,0.02631578947368421,-58.42105263157895,3.164208077287902e-05,7.605815282341973e-09,-99.97596297368389
PGE2,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.028933092224231464,0.03007518796992481,3.947368421052629,8.72080135150678e-14,3.897386953348697e-09,4468969.752030651
PGD2,0.02531645569620253,0.013157894736842105,-48.026315789473685,0.0,0.0,,0.07130801687763713,0.013157894736842105,-81.54780442229836,2.4233448608323e-09,3.94472033729681e-13,-99.98372200176271
PGA2,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.028933092224231464,0.03007518796992481,3.947368421052629,8.72080135150678e-14,3.897386953348697e-09,4468969.752030651
12-HETE,0.06329113924050633,0.05263157894736842,-16.842105263157904,0.0,0.0,,0.09188935771214252,0.05482456140350877,-40.336331901181524,2.4396742120721355e-09,2.425657844408025e-07,9842.54819928516
15-HETE,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.03164556962025317,0.03289473684210526,3.947368421052619,1.6241792522604075e-11,2.3862047239545514e-07,1469075.7209886874
5-HPETE,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2757083694821687e-21,1.630049726155705e-15,127775947.030041
LTB4,0.012658227848101266,0.013157894736842105,3.9473684210526274,0.0,0.0,,0.03164556962025317,0.03289473684210526,3.947368421052619,1.6241792522604075e-11,2.3862047239545514e-07,1469075.7209886874
