Node,Original Degree Centrality,Perturbed Degree Centrality,Percent Change Degree Centrality,Original Betweenness Centrality,Perturbed Betweenness Centrality,Percent Change Betweenness Centrality,Original Closeness Centrality,Perturbed Closeness Centrality,Percent Change Closeness Centrality,Original Eigenvector Centrality,Perturbed Eigenvector Centrality,Percent Change Eigenvector Centrality
DAGLA,0.10126582278481013,0.10256410256410256,1.2820512820512802,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
DAGLB,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
FAAH,0.05063291139240506,0.05128205128205128,1.2820512820512802,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
NAAA,0.11392405063291139,0.11538461538461538,1.2820512820512786,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
MGLL,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
ABHD6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
ABHD12,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
PTGS2,0.06329113924050633,0.0641025641025641,1.2820512820512664,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
ALOX5,0.05063291139240506,0.05128205128205128,1.2820512820512802,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
ALOX12,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
ALOX15,0.05063291139240506,0.05128205128205128,1.2820512820512802,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
FABP1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
FABP3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
FABP5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
FABP7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
HSPA1A,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
SLCO2B1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
SLC22A5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
GNAI1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
GNAI2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
GNAI3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
ARRB1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
GRK2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
AKT1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
AEA,0.06329113924050633,0.05128205128205128,-18.97435897435898,0.0,0.0,,0.06329113924050633,0.05128205128205128,-18.97435897435898,0.183834613506855,0.16923731399663922,-7.940452144324538
2-AG,0.08860759493670886,0.07692307692307693,-13.18681318681318,0.0,0.0,,0.08860759493670886,0.07692307692307693,-13.18681318681318,0.2572845161637039,0.25374418941372195,-1.3760356832858625
Noladin,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
Virodhamine,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
NADA,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.0,0.0,,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.07365975952158242,0.08473043857955936,15.029480315820495
AA,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.0,0.0,,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.07365975952158242,0.08473043857955936,15.029480315820495
OEA,0.08860759493670886,0.07692307692307693,-13.18681318681318,0.0,0.0,,0.08860759493670886,0.07692307692307693,-13.18681318681318,0.2572845161637039,0.25374418941372195,-1.3760356832858625
PEA,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
LEA,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
NAGly,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.0,0.0,,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.07365975952158242,0.08473043857955936,15.029480315820495
Δ9-THC,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.0,0.0,,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.07365975952158242,0.08473043857955936,15.029480315820495
Δ8-THC,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.0,0.0,,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.07365975952158242,0.08473043857955936,15.029480315820495
THCA,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
THCV,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.0,0.0,,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.33073441882055243,0.3382510648308032,2.2727135679002584
CBD,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.0,0.0,,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.33073441882055243,0.3382510648308032,2.2727135679002584
CBDA,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
CBDV,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.0,0.0,,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.33073441882055243,0.3382510648308032,2.2727135679002584
CBG,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.0,0.0,,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.33073441882055243,0.3382510648308032,2.2727135679002584
CBGA,0.05063291139240506,0.038461538461538464,-24.038461538461533,0.0,0.0,,0.05063291139240506,0.038461538461538464,-24.038461538461533,0.14710966217843074,0.12698387628809907,-13.68080491267862
CBC,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.0,0.0,,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.33073441882055243,0.3382510648308032,2.2727135679002584
CBN,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.0,0.0,,0.11392405063291139,0.10256410256410256,-9.971509971509972,0.33073441882055243,0.3382510648308032,2.2727135679002584
CBL,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
"WIN55,212-2",0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
"WIN55,212-3",0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
"CP55,940",0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
HU-210,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
HU-211,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
JWH-018,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
JWH-073,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
JWH-133,0.0379746835443038,0.02564102564102564,-32.478632478632484,0.0,0.0,,0.0379746835443038,0.02564102564102564,-32.478632478632484,0.11038471085000665,0.08473043857955936,-23.240784047807956
AM251,0.05063291139240506,0.038461538461538464,-24.038461538461533,0.0,0.0,,0.05063291139240506,0.038461538461538464,-24.038461538461533,0.14710966217843074,0.12698387628809907,-13.68080491267862
SR141716A,0.012658227848101266,0.0,-100.0,0.0,0.0,,0.012658227848101266,0.0,-100.0,0.03693480819315811,0.0002235631624790487,-99.39470874923764
SR144528,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.0,0.0,,0.02531645569620253,0.01282051282051282,-49.358974358974365,0.07365975952158242,0.042477000871019244,-42.33350591027463
PGE2,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
PGD2,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.0,0.0,,0.02531645569620253,0.02564102564102564,1.2820512820512802,0.07365975952158242,0.08473043857955936,15.029480315820495
PGA2,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
12-HETE,0.06329113924050633,0.0641025641025641,1.2820512820512664,0.0,0.0,,0.06329113924050633,0.0641025641025641,1.2820512820512664,0.183834613506855,0.2114907517051793,15.044032062706748
15-HETE,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
5-HPETE,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.00020985686473385293,0.0002235631624790487,6.53126013417694
LTB4,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.0,0.0,,0.012658227848101266,0.01282051282051282,1.2820512820512802,0.03693480819315811,0.042477000871019244,15.005337644850112
