Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
FABP7,3.9473684210526274,0.9495781081428388,-27.484608045820814,33.100991058384146
HSPA1A,,,-27.484608045820814,33.100991058384146
SLCO2B1,,,-27.484608045820814,33.100991058384146
SLC22A5,,,-27.484608045820814,33.100991058384146
GNAI1,-32.47358452950559,-0.15071985231152515,-27.484608045820814,33.100991058384146
GNAI2,,,-27.484608045820814,33.100991058384146
GNAI3,-60.50000000000001,-0.9974140017725158,-27.484608045820814,33.100991058384146
ARRB1,-79.21052631578948,-1.562669775618909,-27.484608045820814,33.100991058384146
GRK2,,,-27.484608045820814,33.100991058384146
AKT1,-49.7154605263158,-0.6716068543471643,-27.484608045820814,33.100991058384146
AEA,-61.09342353994628,-1.0153416686178856,-27.484608045820814,33.100991058384146
2-AG,-13.515789473684228,0.4220060525528714,-27.484608045820814,33.100991058384146
Noladin,,,-27.484608045820814,33.100991058384146
Virodhamine,,,-27.484608045820814,33.100991058384146
NADA,-87.32872988255764,-1.807925379973749,-27.484608045820814,33.100991058384146
AA,3.947368421052615,0.9495781081428385,-27.484608045820814,33.100991058384146
OEA,-50.297599887631904,-0.6891936196584902,-27.484608045820814,33.100991058384146
PEA,3.9473684210526274,0.9495781081428388,-27.484608045820814,33.100991058384146
LEA,-100.0,-2.190731746559346,-27.484608045820814,33.100991058384146
NAGly,-87.32872988255764,-1.807925379973749,-27.484608045820814,33.100991058384146
Δ9-THC,3.947368421052619,0.9495781081428386,-27.484608045820814,33.100991058384146
Δ8-THC,3.947368421052619,0.9495781081428386,-27.484608045820814,33.100991058384146
THCA,3.947368421052635,0.9495781081428389,-27.484608045820814,33.100991058384146
THCV,-24.642577425707128,0.08585938152428305,-27.484608045820814,33.100991058384146
CBD,-24.302025336883727,0.09614765622345228,-27.484608045820814,33.100991058384146
CBDA,3.947368421052635,0.9495781081428389,-27.484608045820814,33.100991058384146
CBDV,-24.642577425707128,0.08585938152428305,-27.484608045820814,33.100991058384146
CBG,-34.596315789473685,-0.21484878598073118,-27.484608045820814,33.100991058384146
CBGA,-36.4766081871345,-0.27165350201912175,-27.484608045820814,33.100991058384146
CBC,-34.596315789473685,-0.21484878598073118,-27.484608045820814,33.100991058384146
CBN,-34.596315789473685,-0.21484878598073118,-27.484608045820814,33.100991058384146
CBL,,,-27.484608045820814,33.100991058384146
"WIN55,212-2",-58.42105263157895,-0.934607804678472,-27.484608045820814,33.100991058384146
"WIN55,212-3",-58.42105263157895,-0.934607804678472,-27.484608045820814,33.100991058384146
"CP55,940",-58.42105263157895,-0.934607804678472,-27.484608045820814,33.100991058384146
HU-210,-58.42105263157895,-0.934607804678472,-27.484608045820814,33.100991058384146
HU-211,-58.42105263157895,-0.934607804678472,-27.484608045820814,33.100991058384146
JWH-018,-58.42105263157895,-0.934607804678472,-27.484608045820814,33.100991058384146
JWH-073,-45.94736842105264,-0.5577706221142099,-27.484608045820814,33.100991058384146
JWH-133,-77.5992438563327,-1.5139920047142625,-27.484608045820814,33.100991058384146
AM251,-38.718208242499735,-0.3393735304439945,-27.484608045820814,33.100991058384146
SR141716A,-100.0,-2.190731746559346,-27.484608045820814,33.100991058384146
SR144528,-58.42105263157895,-0.934607804678472,-27.484608045820814,33.100991058384146
PGE2,3.947368421052629,0.9495781081428389,-27.484608045820814,33.100991058384146
PGD2,-81.54780442229836,-1.6332802930619168,-27.484608045820814,33.100991058384146
PGA2,3.947368421052629,0.9495781081428389,-27.484608045820814,33.100991058384146
12-HETE,-40.33633190118152,-0.3882579779165099,-27.484608045820814,33.100991058384146
15-HETE,3.947368421052619,0.9495781081428386,-27.484608045820814,33.100991058384146
5-HPETE,,,-27.484608045820814,33.100991058384146
LTB4,3.947368421052619,0.9495781081428386,-27.484608045820814,33.100991058384146
