Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
GPR55,,,-43.15893901420217,43.1234053460319
GPR18,,,-43.15893901420217,43.1234053460319
GPR119,,,-43.15893901420217,43.1234053460319
TRPV2,,,-43.15893901420217,43.1234053460319
TRPV3,,,-43.15893901420217,43.1234053460319
TRPV4,,,-43.15893901420217,43.1234053460319
PPARA,,,-43.15893901420217,43.1234053460319
PPARD,,,-43.15893901420217,43.1234053460319
PPARG,,,-43.15893901420217,43.1234053460319
NR1I2,,,-43.15893901420217,43.1234053460319
NAPEPLD,,,-43.15893901420217,43.1234053460319
PLCB1,,,-43.15893901420217,43.1234053460319
PLCE1,,,-43.15893901420217,43.1234053460319
DAGLA,,,-43.15893901420217,43.1234053460319
DAGLB,,,-43.15893901420217,43.1234053460319
FAAH,,,-43.15893901420217,43.1234053460319
NAAA,,,-43.15893901420217,43.1234053460319
MGLL,,,-43.15893901420217,43.1234053460319
ABHD6,,,-43.15893901420217,43.1234053460319
ABHD12,,,-43.15893901420217,43.1234053460319
PTGS2,,,-43.15893901420217,43.1234053460319
ALOX5,,,-43.15893901420217,43.1234053460319
ALOX12,,,-43.15893901420217,43.1234053460319
ALOX15,,,-43.15893901420217,43.1234053460319
FABP1,,,-43.15893901420217,43.1234053460319
FABP3,,,-43.15893901420217,43.1234053460319
FABP5,,,-43.15893901420217,43.1234053460319
FABP7,,,-43.15893901420217,43.1234053460319
HSPA1A,,,-43.15893901420217,43.1234053460319
SLCO2B1,,,-43.15893901420217,43.1234053460319
SLC22A5,,,-43.15893901420217,43.1234053460319
GNAI1,,,-43.15893901420217,43.1234053460319
GNAI2,,,-43.15893901420217,43.1234053460319
GNAI3,,,-43.15893901420217,43.1234053460319
ARRB1,,,-43.15893901420217,43.1234053460319
GRK2,,,-43.15893901420217,43.1234053460319
AKT1,,,-43.15893901420217,43.1234053460319
AEA,-58.42105263157895,-0.3539171708474818,-43.15893901420217,43.1234053460319
2-AG,-25.751879699248125,0.40365688134496536,-43.15893901420217,43.1234053460319
Noladin,,,-43.15893901420217,43.1234053460319
Virodhamine,,,-43.15893901420217,43.1234053460319
NADA,-48.026315789473685,-0.11287088151352127,-43.15893901420217,43.1234053460319
AA,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
OEA,-40.6015037593985,0.05930503943930763,-43.15893901420217,43.1234053460319
PEA,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
LEA,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
NAGly,-48.026315789473685,-0.11287088151352127,-43.15893901420217,43.1234053460319
Δ9-THC,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
Δ8-THC,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
THCA,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
THCV,-30.701754385964914,0.28887293404307945,-43.15893901420217,43.1234053460319
CBD,-30.701754385964914,0.28887293404307945,-43.15893901420217,43.1234053460319
CBDA,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
CBDV,-30.701754385964914,0.28887293404307945,-43.15893901420217,43.1234053460319
CBG,-30.701754385964914,0.28887293404307945,-43.15893901420217,43.1234053460319
CBGA,-22.039473684210527,0.4897448418213799,-43.15893901420217,43.1234053460319
CBC,-30.701754385964914,0.28887293404307945,-43.15893901420217,43.1234053460319
CBN,-30.701754385964914,0.28887293404307945,-43.15893901420217,43.1234053460319
CBL,,,-43.15893901420217,43.1234053460319
"WIN55,212-2",-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
"WIN55,212-3",-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
"CP55,940",-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
HU-210,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
HU-211,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
JWH-018,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
JWH-073,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
JWH-133,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
AM251,-74.01315789473685,-0.7154866048484225,-43.15893901420217,43.1234053460319
SR141716A,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
SR144528,-100.0,-1.3181023281833235,-43.15893901420217,43.1234053460319
PGE2,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
PGD2,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
PGA2,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
12-HETE,3.947368421052619,1.0923605651562807,-43.15893901420217,43.1234053460319
15-HETE,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
5-HPETE,,,-43.15893901420217,43.1234053460319
LTB4,3.9473684210526274,1.092360565156281,-43.15893901420217,43.1234053460319
