Node,Original Degree Centrality,Perturbed Degree Centrality,Percent Change Degree Centrality,Original Betweenness Centrality,Perturbed Betweenness Centrality,Percent Change Betweenness Centrality,Original Closeness Centrality,Perturbed Closeness Centrality,Percent Change Closeness Centrality,Original Eigenvector Centrality,Perturbed Eigenvector Centrality,Percent Change Eigenvector Centrality
CNR2,0.1282051282051282,0.1111111111111111,-13.33333333333333,0.0010121457489878543,0.002380952380952381,135.23809523809524,0.12980769230769232,0.0625,-51.85185185185186,5.546036778875715e-05,3.531478220787839e-12,-99.99999363242912
GPR55,0.3076923076923077,0.2777777777777778,-9.722222222222223,0.0,0.0,,0.3908692933083177,0.3125,-20.050000000000004,0.9998602642105129,0.9998593735545976,-8.907803891431143e-05
GPR18,0.15384615384615385,0.1388888888888889,-9.722222222222223,0.0043859649122807015,0.002380952380952381,-45.71428571428571,0.05128205128205128,0.05555555555555555,8.333333333333332,4.727864368183692e-16,1.50115462538515e-14,3075.1220180663727
GPR119,0.07692307692307693,0.05555555555555555,-27.777777777777786,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
TRPV1,0.20512820512820512,0.16666666666666666,-18.750000000000004,0.0006747638326585695,0.0007936507936507937,17.619047619047624,0.2975708502024292,0.19771241830065361,-33.55786759148104,0.011212134261670155,0.016768146655751236,49.553566380977855
TRPV2,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
TRPV3,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
TRPV4,0.02564102564102564,0.027777777777777776,8.333333333333332,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
PPARD,0.07692307692307693,0.05555555555555555,-27.777777777777786,0.0006747638326585695,0.0,-100.0,0.057692307692307696,0.0625,8.333333333333327,1.6535730973671517e-13,3.531478220787839e-12,2035.6650192306108
PPARG,0.10256410256410256,0.08333333333333333,-18.750000000000004,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
NR1I2,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
NAPEPLD,0.2564102564102564,0.25,-2.4999999999999916,0.0035987404408457037,0.005952380952380952,65.40178571428572,0.20683760683760682,0.19444444444444445,-5.991735537190075,0.0001118775018777284,0.0002497255127513129,123.2133436660388
PLCB1,0.10256410256410256,0.1111111111111111,8.333333333333332,0.0006747638326585695,0.0007936507936507937,17.619047619047624,0.02564102564102564,0.027777777777777776,8.333333333333332,2.3656219140304345e-16,7.513749506444266e-15,3076.225863431699
PLCE1,0.02564102564102564,0.027777777777777776,8.333333333333332,0.0,0.0,,0.034188034188034185,0.037037037037037035,8.33333333333334,8.267882384135148e-14,1.7657470867734417e-12,2035.6703019404956
DAGLA,0.20512820512820512,0.19444444444444442,-5.208333333333342,0.0,0.0,,0.02564102564102564,0.027777777777777776,8.333333333333332,2.3656219140304345e-16,7.513749506444266e-15,3076.225863431699
DAGLB,0.1794871794871795,0.16666666666666666,-7.142857142857148,0.004048582995951417,0.0,-100.0,0.10256410256410256,0.1111111111111111,8.333333333333332,3.409922810092328e-09,3.313042078126175e-08,871.5885850320673
FAAH,0.3846153846153846,0.38888888888888884,1.1111111111111074,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
NAAA,0.10256410256410256,0.08333333333333333,-18.750000000000004,0.0022492127755285645,0.0,-100.0,0.057692307692307696,0.0625,8.333333333333327,1.9319442766408055e-11,2.7781587883443927e-10,1338.011862937866
MGLL,0.2564102564102564,0.25,-2.4999999999999916,0.0015744489428699956,0.0011904761904761906,-24.387755102040813,0.05128205128205128,0.05555555555555555,8.333333333333332,8.291504808676672e-14,1.7732448835208483e-12,2038.6285414261963
ABHD6,0.1794871794871795,0.19444444444444442,8.33333333333332,0.0,0.0,,0.07692307692307693,0.08333333333333333,8.333333333333321,1.9402121252303417e-11,2.795816099684535e-10,1340.984757969501
ABHD12,0.15384615384615385,0.16666666666666666,8.333333333333321,0.0,0.0,,0.1282051282051282,0.1388888888888889,8.333333333333348,4.801171316609988e-07,3.147389974219867e-06,555.5462754122626
ALOX5,0.07692307692307693,0.05555555555555555,-27.777777777777786,0.0,0.0,,0.08205128205128205,0.05555555555555555,-32.29166666666667,1.9484563513953365e-11,1.7732448835208483e-12,-90.89923219346954
ALOX12,0.07692307692307693,0.05555555555555555,-27.777777777777786,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
ALOX15,0.07692307692307693,0.05555555555555555,-27.777777777777786,0.0,0.0,,0.02564102564102564,0.027777777777777776,8.333333333333332,2.3656219140304345e-16,7.513749506444266e-15,3076.225863431699
FABP1,0.05128205128205128,0.027777777777777776,-45.833333333333336,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
FABP3,0.05128205128205128,0.05555555555555555,8.333333333333332,0.0,0.0,,0.05128205128205128,0.05555555555555555,8.333333333333332,4.727864368183692e-16,1.50115462538515e-14,3075.1220180663727
FABP5,0.10256410256410256,0.08333333333333333,-18.750000000000004,0.0019118308591992799,0.0007936507936507937,-58.487394957983184,0.05128205128205128,0.05555555555555555,8.333333333333332,4.727864368183692e-16,1.50115462538515e-14,3075.1220180663727
FABP7,0.02564102564102564,0.027777777777777776,8.333333333333332,0.0,0.0,,0.02564102564102564,0.027777777777777776,8.333333333333332,2.3656219140304345e-16,7.513749506444266e-15,3076.225863431699
HSPA1A,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
SLCO2B1,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
SLC22A5,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
GNAI1,0.1282051282051282,0.1111111111111111,-13.33333333333333,0.0,0.0,,0.17582417582417584,0.12373737373737374,-29.624368686868692,0.01110027367384064,8.316743756670374e-10,-99.99999250762279
GNAI2,0.10256410256410256,0.08333333333333333,-18.750000000000004,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
GNAI3,0.10256410256410256,0.08333333333333333,-18.750000000000004,0.0,0.0,,0.13495276653171387,0.05555555555555555,-58.83333333333333,5.546036770631493e-05,1.7732448835208483e-12,-99.999996802681
ARRB1,0.10256410256410256,0.08333333333333333,-18.750000000000004,0.005285650022492127,0.0007936507936507937,-84.98480243161094,0.1282051282051282,0.027777777777777776,-78.33333333333333,5.546036762363641e-05,7.513749506444266e-15,-99.99999998645204
GRK2,0.05128205128205128,0.05555555555555555,8.333333333333332,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,1.595275903703665e-17,4620.505529516323
AKT1,0.1282051282051282,0.08333333333333333,-35.0,0.0,0.0,,0.23852116875372686,0.08333333333333333,-65.0625,0.00552288674130258,1.7807426802682552e-12,-99.99999996775702
